4/3/2018,2
4/3/2018,3
4/3/2018,2
4/3/2018,2
4/4/2018,3
4/5/2018,4
4/5/2018,2
4/5/2018,2
4/5/2018,6
4/5/2018,4
4/6/2018,2
4/8/2018,6
4/8/2018,2
4/9/2018,2
4/9/2018,3
4/10/2018,2
4/10/2018,3
4/10/2018,2
4/10/2018,2
4/11/2018,4
4/11/2018,3
4/11/2018,2
4/13/2018,3
4/13/2018,2
4/13/2018,2
4/14/2018,6
4/14/2018,3
4/14/2018,3
4/14/2018,3
4/14/2018,8
4/15/2018,4
4/17/2018,2
4/17/2018,2
4/17/2018,3
4/17/2018,2
4/18/2018,2
4/18/2018,2
4/18/2018,2
4/19/2018,2
4/21/2018,4
4/21/2018,4
4/21/2018,3
4/21/2018,5
4/22/2018,7
4/22/2018,7
4/23/2018,2
4/23/2018,2
4/23/2018,2
4/24/2018,2
4/26/2018,2
4/26/2018,2
4/26/2018,2
4/26/2018,2
4/26/2018,2
4/26/2018,2
4/26/2018,2
4/27/2018,2
4/28/2018,2
4/29/2018,2
4/29/2018,2
4/30/2018,2
4/30/2018,3
4/30/2018,2
4/30/2018,4
5/2/2018,2
5/3/2018,2
5/5/2018,2
5/5/2018,2
5/6/2018,4
5/6/2018,2
5/7/2018,3
5/8/2018,3
5/10/2018,2
5/11/2018,5
5/11/2018,2
5/11/2018,5
5/11/2018,2
5/11/2018,3
5/12/2018,2
5/12/2018,3
5/14/2018,2
5/14/2018,2
5/14/2018,2
5/15/2018,2
5/17/2018,5
5/18/2018,2
5/18/2018,4
5/18/2018,4
5/19/2018,2
5/19/2018,2
5/21/2018,6
5/22/2018,4
5/22/2018,4
5/23/2018,2
5/23/2018,2
5/23/2018,3
5/23/2018,2
5/23/2018,2
5/23/2018,2
5/23/2018,2
5/24/2018,4
5/24/2018,2
5/24/2018,2
5/24/2018,2
5/25/2018,2
5/25/2018,4
5/25/2018,2
5/26/2018,3
5/26/2018,2
5/27/2018,2
5/28/2018,2
5/28/2018,3
5/29/2018,2
5/29/2018,3
5/30/2018,2
5/30/2018,3
5/31/2018,11
6/1/2018,2
6/2/2018,3
6/2/2018,2
6/2/2018,2
6/3/2018,2
6/3/2018,2
6/3/2018,2
6/4/2018,2
6/4/2018,2
6/5/2018,2
6/5/2018,2
6/6/2018,2
6/6/2018,2
6/8/2018,2
6/9/2018,5
6/11/2018,2
6/11/2018,2
6/13/2018,2
6/13/2018,3
6/13/2018,2
6/14/2018,2
6/14/2018,2
6/15/2018,5
6/15/2018,2
6/15/2018,2
6/15/2018,2
6/15/2018,2
6/16/2018,2
6/16/2018,4
6/17/2018,2
6/19/2018,2
6/19/2018,3
6/20/2018,2
6/20/2018,3
6/21/2018,2
6/21/2018,2
6/23/2018,2
6/23/2018,4
6/25/2018,3
6/25/2018,2
6/27/2018,2
6/27/2018,2
6/27/2018,2
6/27/2018,4
6/28/2018,2
6/28/2018,4
6/28/2018,3
6/29/2018,2
6/30/2018,3
7/1/2018,3
7/2/2018,3
7/2/2018,2
7/2/2018,7
7/2/2018,3
7/3/2018,2
7/3/2018,2
7/3/2018,2
7/4/2018,3
7/5/2018,5
7/5/2018,2
7/5/2018,3
7/5/2018,2
7/8/2018,3
7/8/2018,2
7/8/2018,2
7/8/2018,6
7/9/2018,2
7/9/2018,2
7/9/2018,7
7/10/2018,2
7/12/2018,2
7/12/2018,2
7/13/2018,3
7/14/2018,2
7/16/2018,4
7/18/2018,3
7/19/2018,2
7/20/2018,4
7/20/2018,4
7/21/2018,3
7/21/2018,2
7/22/2018,19
7/22/2018,2
7/22/2018,2
7/22/2018,2
7/23/2018,2
7/24/2018,2
7/24/2018,3
7/24/2018,3
7/24/2018,2
7/24/2018,2
7/24/2018,2
7/24/2018,2
7/24/2018,2
7/25/2018,2
7/25/2018,7
7/25/2018,7
7/26/2018,3
7/26/2018,7
7/26/2018,2
7/27/2018,2
7/27/2018,3
7/28/2018,3
7/29/2018,2
7/29/2018,2
7/30/2018,2
7/30/2018,2
7/30/2018,2
7/30/2018,2
7/30/2018,2
7/31/2018,2
7/31/2018,2
7/31/2018,2
8/1/2018,2
8/1/2018,2
8/1/2018,2
8/1/2018,2
8/1/2018,2
8/2/2018,2
8/3/2018,2
8/3/2018,2
8/3/2018,2
8/4/2018,2
8/4/2018,2
8/4/2018,4
8/4/2018,4
8/4/2018,2
8/5/2018,2
8/5/2018,2
8/5/2018,4
8/6/2018,2
8/7/2018,2
8/7/2018,2
8/7/2018,2
8/7/2018,3
8/8/2018,2
8/9/2018,2
8/9/2018,2
8/10/2018,3
8/10/2018,4
8/11/2018,2
8/11/2018,4
8/11/2018,4
8/12/2018,2
8/13/2018,3
8/15/2018,2
8/15/2018,11
8/15/2018,2
8/16/2018,2
8/16/2018,3
8/16/2018,2
8/16/2018,2
8/17/2018,2
8/17/2018,2
8/18/2018,2
8/18/2018,2
8/19/2018,2
8/20/2018,3
8/20/2018,2
8/20/2018,2
8/23/2018,2
8/23/2018,2
8/25/2018,4
8/27/2018,2
8/27/2018,4
8/27/2018,2
8/27/2018,2
8/27/2018,3
8/27/2018,2
8/28/2018,2
8/29/2018,2
8/29/2018,2
8/29/2018,2
8/30/2018,4
8/31/2018,4
9/1/2018,4
9/4/2018,2
9/7/2018,4
9/8/2018,4
9/8/2018,2
9/8/2018,11
9/9/2018,6
9/12/2018,2
9/12/2018,2
9/12/2018,3
9/13/2018,3
9/13/2018,4
9/13/2018,2
9/13/2018,2
9/14/2018,2
9/14/2018,4
9/15/2018,3
9/17/2018,2
9/18/2018,2
9/18/2018,2
9/19/2018,4
9/19/2018,4
9/19/2018,2
9/20/2018,2
9/20/2018,2
9/20/2018,4
9/25/2018,2
9/28/2018,2
9/29/2018,2
9/30/2018,3
